start_date,start_station_code,end_date,end_station_code,duration_sec,is_member,yearid
2016-07-22 03:21:00,75,2016-07-22 03:27:00,5,360.0,0,2016
2016-10-18 14:47:00,48,2016-10-18 14:54:00,5,420.0,0,2016
2016-08-03 14:51:00,48,2016-08-03 14:58:00,5,420.0,0,2016
2016-08-03 19:48:00,42,2016-08-03 20:04:00,132,960.0,0,2016
2016-09-24 15:26:00,41,2016-09-24 15:37:00,5,660.0,0,2016
2016-07-06 13:44:00,26,2016-07-06 13:54:00,5,600.0,0,2016
2016-07-19 19:21:00,33,2016-07-19 19:29:00,5,480.0,0,2016
2016-12-11 01:29:00,36,2016-12-11 01:34:00,5,300.0,0,2016
2016-01-11 22:40:00,5,2016-01-11 22:44:00,132,240.0,0,2016
2016-07-11 22:33:00,82,2016-07-11 22:49:00,132,960.0,0,2016
2016-07-11 14:56:00,48,2016-07-11 15:02:00,5,360.0,0,2016
2016-12-11 01:22:00,55,2016-12-11 01:35:00,132,780.0,0,2016
2016-07-13 12:29:00,125,2016-07-13 12:34:00,5,300.0,0,2016
2016-07-19 14:13:00,131,2016-07-19 14:30:00,5,1020.0,0,2016
2016-07-19 13:53:00,150,2016-07-19 14:20:00,5,1620.0,0,2016
2016-07-11 12:42:00,190,2016-07-11 13:04:00,5,1320.0,0,2016
2016-10-11 14:02:00,9,2016-10-11 14:11:00,93,540.0,0,2016
2016-10-18 12:19:00,9,2016-10-18 12:26:00,93,420.0,0,2016
2016-07-13 13:05:00,138,2016-07-13 13:17:00,93,720.0,0,2016
2016-08-03 11:52:00,59,2016-08-03 11:58:00,93,360.0,0,2016
2016-06-11 21:53:00,131,2016-06-11 22:03:00,93,600.0,0,2016
2016-07-11 11:49:00,59,2016-07-11 11:56:00,93,420.0,0,2016
2016-08-09 11:53:00,59,2016-08-09 12:01:00,93,480.0,0,2016
2016-08-03 12:24:00,138,2016-08-03 12:36:00,93,720.0,0,2016
2016-07-11 17:54:00,93,2016-07-11 18:14:00,93,1200.0,0,2016
2016-08-03 00:12:00,85,2016-08-03 00:32:00,93,1200.0,0,2016
2016-06-11 18:04:00,132,2016-06-11 18:10:00,93,360.0,0,2016
2016-07-31 04:00:00,41,2016-07-31 04:15:00,93,900.0,0,2016
2016-09-04 02:10:00,59,2016-09-04 02:27:00,93,1020.0,0,2016
2016-09-04 22:23:00,85,2016-09-04 23:12:00,93,2940.0,0,2016
2016-10-18 15:38:00,5,2016-10-18 15:50:00,93,720.0,0,2016
2016-09-21 16:32:00,48,2016-09-21 16:42:00,93,600.0,0,2016
2016-02-10 04:07:00,13,2016-02-10 05:08:00,34,3660.0,0,2016
2016-10-11 03:46:00,41,2016-10-11 03:56:00,101,600.0,0,2016
2016-10-23 22:45:00,33,2016-10-23 22:53:00,101,480.0,0,2016
2016-02-10 22:18:00,33,2016-02-10 22:26:00,101,480.0,0,2016
2016-10-14 21:29:00,54,2016-10-14 21:37:00,34,480.0,0,2016
2016-07-11 21:55:00,85,2016-07-11 22:02:00,9,420.0,0,2016
2016-10-27 13:34:00,48,2016-10-27 13:42:00,34,480.0,0,2016
2016-08-03 13:18:00,26,2016-08-03 13:29:00,34,660.0,0,2016
2016-09-21 13:44:00,42,2016-09-21 13:50:00,34,360.0,0,2016
2016-08-09 23:47:00,85,2016-08-09 23:58:00,9,660.0,0,2016
2016-10-11 21:53:00,85,2016-10-11 22:02:00,9,540.0,0,2016
2016-08-09 02:22:00,34,2016-08-09 02:24:00,34,120.0,0,2016
2016-11-22 21:05:00,33,2016-11-22 21:13:00,101,480.0,0,2016
2016-06-11 20:42:00,15,2016-06-11 20:59:00,101,1020.0,0,2016
2016-08-13 17:47:00,93,2016-08-13 18:06:00,9,1140.0,0,2016
2016-02-10 22:18:00,33,2016-02-10 22:26:00,101,480.0,0,2016
2016-06-11 15:10:00,59,2016-06-11 15:18:00,34,480.0,0,2016
2016-07-22 01:12:00,41,2016-07-22 01:22:00,101,600.0,0,2016
2016-10-14 20:35:00,85,2016-10-14 20:44:00,9,540.0,0,2016
2016-10-18 21:14:00,49,2016-10-18 21:16:00,34,120.0,0,2016
2016-10-18 12:41:00,15,2016-10-18 13:01:00,9,1200.0,0,2016
2016-07-11 01:03:00,181,2016-07-11 01:26:00,9,1380.0,0,2016
2016-02-10 21:25:00,59,2016-02-10 21:39:00,34,840.0,0,2016
2016-09-21 12:24:00,42,2016-09-21 12:30:00,34,360.0,0,2016
2016-11-14 21:47:00,85,2016-11-14 21:54:00,9,420.0,0,2016
2016-11-14 17:51:00,138,2016-11-14 18:03:00,9,720.0,0,2016
2016-07-11 21:59:00,26,2016-07-11 22:14:00,9,900.0,0,2016
2016-11-17 23:22:00,41,2016-11-17 23:32:00,101,600.0,0,2016
2016-10-16 13:46:00,41,2016-10-16 13:57:00,101,660.0,0,2016
2016-07-11 00:17:00,9,2016-07-11 02:39:00,9,8520.0,0,2016
2016-09-21 20:39:00,54,2016-09-21 21:37:00,54,3480.0,0,2016
2016-11-17 16:57:00,54,2016-11-17 18:10:00,54,4380.0,0,2016
2016-08-09 04:06:00,59,2016-08-09 04:11:00,54,300.0,0,2016
2016-09-10 19:36:00,5,2016-09-10 19:52:00,54,960.0,0,2016
2016-09-21 01:03:00,34,2016-09-21 01:09:00,54,360.0,0,2016
2016-01-10 14:47:00,179,2016-01-10 14:52:00,101,300.0,0,2016
2016-09-24 17:15:00,101,2016-09-24 17:17:00,101,120.0,0,2016
2016-10-23 22:48:00,15,2016-10-23 23:15:00,54,1620.0,0,2016
2016-08-03 23:36:00,5,2016-08-03 23:53:00,54,1020.0,0,2016
2016-01-11 21:44:00,82,2016-01-11 21:56:00,101,720.0,0,2016
2016-02-10 02:57:00,82,2016-02-10 03:05:00,101,480.0,0,2016
2016-10-27 15:15:00,93,2016-10-27 15:20:00,48,300.0,0,2016
2016-10-11 02:38:00,148,2016-10-11 03:01:00,48,1380.0,0,2016
2016-12-16 00:02:00,26,2016-12-16 00:07:00,48,300.0,0,2016
2016-10-16 16:41:00,11,2016-10-16 16:53:00,48,720.0,0,2016
2016-10-14 14:28:00,34,2016-10-14 14:35:00,48,420.0,0,2016
2016-11-14 16:36:00,42,2016-11-14 16:40:00,48,240.0,0,2016
2016-11-22 14:01:00,102,2016-11-22 14:04:00,48,180.0,0,2016
2016-10-14 12:26:00,82,2016-10-14 12:54:00,48,1680.0,0,2016
2016-09-04 03:29:00,48,2016-09-04 03:33:00,48,240.0,0,2016
2016-07-22 00:04:00,36,2016-07-22 00:12:00,48,480.0,0,2016
2016-11-22 18:48:00,49,2016-11-22 18:55:00,48,420.0,0,2016
2016-09-21 18:34:00,26,2016-09-21 18:36:00,48,120.0,0,2016
2016-12-16 11:48:00,26,2016-12-16 11:52:00,48,240.0,0,2016
2016-09-10 17:55:00,9,2016-09-10 18:08:00,48,780.0,0,2016
2016-09-21 20:26:00,102,2016-09-21 20:29:00,48,180.0,0,2016
2016-08-03 18:55:00,59,2016-08-03 19:24:00,48,1740.0,0,2016
2016-10-14 12:26:00,82,2016-10-14 12:54:00,48,1680.0,0,2016
2016-02-10 20:32:00,41,2016-02-10 21:49:00,48,4620.0,0,2016
2016-07-19 13:43:00,93,2016-07-19 13:51:00,48,480.0,0,2016
2016-08-03 06:12:00,125,2016-08-03 06:18:00,48,360.0,0,2016
2016-09-10 23:01:00,48,2016-09-10 23:03:00,48,120.0,0,2016
2016-08-13 00:21:00,15,2016-08-13 00:36:00,48,900.0,0,2016
2016-10-16 20:46:00,138,2016-10-16 21:14:00,138,1680.0,0,2016
2016-07-31 18:59:00,132,2016-07-31 19:26:00,138,1620.0,0,2016
2016-02-10 15:01:00,49,2016-02-10 15:22:00,138,1260.0,0,2016
2016-07-19 23:59:00,131,2016-07-20 00:12:00,138,780.0,0,2016
2016-07-13 00:35:00,131,2016-07-13 00:47:00,138,720.0,0,2016
2016-07-13 21:00:00,102,2016-07-13 21:13:00,138,780.0,0,2016
2016-10-18 13:01:00,85,2016-10-18 13:45:00,85,2640.0,0,2016
2016-10-14 17:05:00,5,2016-10-14 17:13:00,85,480.0,0,2016
2016-11-13 18:43:00,75,2016-11-13 19:24:00,85,2460.0,0,2016
2016-09-04 21:45:00,148,2016-09-04 22:03:00,85,1080.0,0,2016
2016-08-09 17:55:00,125,2016-08-09 18:06:00,85,660.0,0,2016
2016-11-19 00:04:00,85,2016-11-19 01:45:00,85,6060.0,0,2016
2016-09-10 20:32:00,66,2016-09-10 20:43:00,85,660.0,0,2016
2016-10-11 17:48:00,148,2016-10-11 18:05:00,85,1020.0,0,2016
2016-09-04 23:17:00,85,2016-09-05 01:40:00,85,8580.0,0,2016
2016-10-23 16:12:00,148,2016-10-23 16:40:00,85,1680.0,0,2016
2016-10-23 16:10:00,148,2016-10-23 16:40:00,85,1800.0,0,2016
2016-06-11 14:08:00,85,2016-06-11 15:44:00,85,5760.0,0,2016
2016-09-04 17:57:00,24,2016-09-04 18:17:00,85,1200.0,0,2016
2016-10-13 11:13:00,75,2016-10-13 11:19:00,85,360.0,0,2016
2016-07-31 01:55:00,85,2016-07-31 02:09:00,85,840.0,0,2016
2016-07-11 13:29:00,75,2016-07-11 13:35:00,85,360.0,0,2016
2016-07-31 04:00:00,11,2016-07-31 04:41:00,85,2460.0,0,2016
