date,prectot,qv2m,rh2m,ps,t2m_range,ts,t2mdew,t2mwet,t2m_max,t2m_min,t2m,ws50m_range,ws10m_range,ws50m_min,ws10m_min,ws50m_max,ws10m_max,ws50m,ws10m
2015-11-04,0.16,7.59,86.22,100.31,8.03,10.71,9.86,9.86,17.17,9.14,12.09,3.49,2.01,2.29,1.35,5.78,3.36,3.77,2.44
2015-03-09,0.04,2.98,90.55,100.05,7.32,-2.96,-3.35,-3.34,1.43,-5.89,-1.97,6.68,4.82,2.7,2.03,9.39,6.85,6.94,4.61
2016-03-07,1.37,4.43,90.29,99.54,8.57,1.55,1.88,1.88,7.3,-1.26,3.45,8.81,6.82,1.7,1.09,10.52,7.91,6.97,4.94
2017-01-06,0.27,1.5,78.01,99.93,4.1,-4.8,-11.61,-11.47,-6.78,-10.88,-9.05,2.14,2.12,6.99,5.66,9.13,7.78,8.42,6.99
2015-09-25,0.14,9.07,70.63,100.81,6.25,18.58,12.5,12.5,21.57,15.32,18.03,1.85,1.51,5.4,3.94,7.25,5.45,6.19,4.76
2017-08-19,0.57,11.34,72.96,99.08,6.78,21.25,15.73,15.73,24.41,17.63,20.81,2.95,3.15,5.89,3.87,8.85,7.02,7.73,5.8
2017-11-04,0.68,4.51,79.25,100.49,3.28,6.67,2.32,2.33,7.14,3.86,5.71,7.76,6.58,3.95,2.95,11.71,9.53,8.07,6.47
2017-07-06,0.01,10.43,61.19,99.49,9.44,21.47,14.48,14.48,26.96,17.52,22.38,5.61,2.49,2.13,1.63,7.74,4.12,4.37,2.91
2017-06-29,3.66,12.11,83.79,99.21,8.51,18.53,16.72,16.72,23.86,15.35,19.65,9.35,7.09,3.63,1.88,12.98,8.97,9.17,5.98
2016-07-14,4.68,13.71,69.12,98.74,7.11,24.09,18.56,18.56,28.87,21.76,24.75,5.65,5.1,7.28,4.23,12.93,9.32,10.07,7.01
2015-06-21,0.12,10.79,74.26,98.89,9.25,19.33,14.95,14.95,24.47,15.22,19.69,8.52,6.28,1.76,1.09,10.28,7.38,6.56,4.47
2016-09-11,2.52,7.69,56.4,99.83,7.38,20.1,9.7,9.71,22.8,15.42,18.84,9.76,7.71,3.12,2.39,12.88,10.11,7.37,5.83
2016-01-17,1.35,2.1,80.26,98.92,6.67,-3.39,-7.96,-7.88,-2.48,-9.15,-5.22,4.23,3.88,6.87,5.2,11.09,9.08,8.49,6.72
2017-04-15,3.71,6.92,92.92,99.73,12.29,7.82,7.59,7.6,15.54,3.25,9.5,9.47,5.83,2.82,1.67,12.28,7.5,7.69,4.98
2016-01-24,0.08,2.13,87.09,99.67,8.57,-5.54,-7.82,-7.77,-1.69,-10.26,-6.0,5.26,3.72,2.31,1.88,7.57,5.6,5.51,4.14
2015-06-27,15.18,9.16,79.16,99.47,4.36,15.94,12.43,12.43,18.06,13.69,16.17,8.56,7.83,5.48,3.25,14.04,11.08,10.65,8.22
2017-09-22,0.29,11.33,67.61,100.01,7.67,22.32,15.84,15.84,26.59,18.92,22.19,3.33,1.96,1.28,1.17,4.61,3.14,2.51,1.8
2015-02-20,0.1,0.72,83.68,100.51,7.9,-17.05,-19.33,-19.26,-14.93,-22.82,-18.89,4.52,3.66,6.38,4.35,10.9,8.01,8.51,6.31
2015-10-07,1.15,8.19,79.54,99.78,8.65,14.56,10.88,10.88,18.92,10.27,14.42,3.91,2.72,4.11,2.84,8.02,5.56,5.83,4.13
2015-06-22,5.62,10.37,68.86,99.35,11.01,20.08,14.37,14.37,25.41,14.39,20.35,8.97,5.67,2.42,1.93,11.39,7.59,5.66,3.9
2015-12-15,0.95,4.74,84.3,98.55,8.6,5.14,2.48,2.49,8.07,-0.54,5.25,8.14,6.75,5.48,3.81,13.62,10.56,10.57,8.09
2015-10-02,0.27,4.47,57.7,101.02,5.22,12.47,2.0,2.05,12.82,7.6,10.31,3.26,3.01,10.56,7.82,13.83,10.83,11.57,9.18
2015-02-13,1.38,0.92,88.92,100.16,12.38,-14.6,-17.19,-17.16,-10.47,-22.85,-16.69,5.98,4.37,4.21,3.54,10.18,7.91,7.32,5.42
2015-05-01,0.18,5.79,67.93,99.63,10.16,9.19,5.81,5.82,16.8,6.64,11.54,5.08,2.11,3.36,2.69,8.44,4.8,5.47,3.57
2017-01-11,1.92,3.77,80.84,99.27,7.25,2.1,-0.52,-0.5,5.97,-1.28,2.7,12.57,11.33,8.51,5.25,21.08,16.58,13.26,9.85
2016-07-20,0.03,8.21,51.48,100.33,11.85,21.8,10.9,10.9,27.26,15.41,21.46,5.64,3.32,1.12,0.74,6.76,4.06,2.96,2.07
2017-02-14,1.62,3.39,89.98,98.57,8.96,-0.7,-2.02,-2.0,3.26,-5.7,-0.36,5.73,4.75,5.41,4.01,11.13,8.75,8.38,6.11
2017-11-02,12.15,7.96,93.98,99.49,7.98,10.82,10.28,10.28,14.61,6.62,11.4,8.2,5.92,2.46,1.73,10.65,7.65,7.34,4.83
2017-08-06,0.43,9.43,63.61,99.71,9.45,20.6,12.94,12.95,24.57,15.12,20.16,2.65,2.35,4.89,3.4,7.54,5.74,6.43,4.66
2016-06-27,1.19,12.02,63.64,99.22,9.98,23.34,16.55,16.55,29.2,19.21,24.03,4.07,3.37,5.54,3.52,9.61,6.89,7.3,5.01
2015-02-05,2.91,1.14,77.72,100.4,6.45,-10.82,-14.59,-14.39,-8.62,-15.07,-12.4,5.27,4.21,5.23,3.56,10.5,7.77,8.44,6.31
2016-10-19,0.68,8.29,77.14,99.79,8.1,15.29,11.09,11.09,19.46,11.36,15.08,4.41,2.71,2.14,1.64,6.54,4.35,4.04,2.85
2016-03-20,0.21,2.17,63.47,100.01,5.16,-0.45,-7.22,-7.08,1.22,-3.94,-1.49,6.68,4.93,0.52,0.48,7.2,5.41,4.39,3.48
2015-08-18,1.12,14.7,80.75,99.45,4.0,23.24,19.93,19.93,25.58,21.58,23.43,2.93,1.97,2.42,1.48,5.35,3.45,3.51,2.42
2015-11-29,0.18,3.03,75.27,100.84,4.75,2.02,-2.96,-2.92,3.47,-1.28,0.88,5.19,3.49,1.28,1.03,6.47,4.52,2.98,2.22
2017-03-24,5.1,4.63,93.38,99.77,7.97,2.92,2.39,2.39,8.3,0.33,3.62,5.77,3.84,4.15,3.17,9.92,7.01,7.3,5.21
2015-08-15,3.51,12.99,70.81,99.93,9.29,23.43,18.02,18.02,28.33,19.04,23.66,2.91,1.54,1.45,0.99,4.36,2.53,2.78,1.82
2015-11-14,0.88,3.67,75.47,100.08,6.37,4.35,-0.54,-0.52,6.94,0.57,3.42,2.82,2.68,6.63,4.49,9.45,7.17,7.9,5.94
2016-10-12,0.13,8.57,72.16,99.83,9.83,16.44,11.61,11.61,21.41,11.58,16.65,8.74,6.39,4.82,3.58,13.56,9.97,8.23,5.83
2015-07-24,0.8,9.44,56.31,99.51,11.5,22.18,12.73,12.73,27.28,15.78,22.14,4.14,1.7,1.85,1.51,5.98,3.22,3.43,2.34
2016-12-20,0.21,2.39,83.21,100.33,8.86,-2.32,-6.46,-6.42,0.12,-8.74,-3.81,6.7,5.52,9.43,7.02,16.13,12.55,12.34,9.64
2015-07-04,0.52,8.39,57.89,99.43,10.67,19.43,11.05,11.05,24.92,14.26,19.76,3.88,1.9,1.29,0.99,5.17,2.88,3.08,2.17
2015-07-08,1.45,8.62,67.65,99.82,7.87,18.61,11.66,11.67,21.5,13.64,17.76,6.54,4.92,1.32,0.91,7.86,5.83,4.15,3.21
2016-04-21,0.73,6.24,89.01,99.42,9.2,7.47,6.36,6.36,12.27,3.07,8.56,5.79,3.13,2.36,1.72,8.15,4.86,5.32,3.46
2015-06-07,5.77,7.82,75.12,99.34,12.93,14.14,9.5,9.5,20.14,7.21,14.52,7.87,4.89,2.71,1.82,10.58,6.71,6.45,4.56
2016-12-17,4.24,3.17,89.84,98.76,6.13,0.41,-2.79,-2.78,1.99,-4.14,-1.22,4.81,4.5,3.56,2.48,8.37,6.98,5.76,4.6
2015-05-28,0.58,7.74,63.57,100.25,13.21,14.74,10.13,10.13,23.87,10.65,17.1,7.05,4.75,1.56,1.19,8.62,5.94,5.11,3.72
2017-04-07,8.37,3.38,77.59,98.33,4.23,1.97,-1.88,-1.85,4.09,-0.13,1.61,5.86,6.23,9.7,6.63,15.56,12.86,13.31,10.56
2017-09-01,0.19,5.24,51.09,100.36,9.05,16.37,4.35,4.38,19.13,10.08,14.48,6.12,4.23,1.05,0.59,7.17,4.82,3.61,2.72
2016-09-05,0.2,11.24,67.05,100.28,9.67,22.47,15.76,15.76,27.3,17.64,22.24,4.01,2.27,1.91,1.53,5.91,3.8,3.73,2.69
2016-03-29,0.8,2.67,66.41,100.29,6.97,0.86,-4.71,-4.62,4.73,-2.25,0.76,9.0,7.58,1.77,1.29,10.78,8.87,7.5,5.73
2017-04-27,3.95,9.07,92.54,98.42,9.47,11.32,12.08,12.08,18.5,9.03,13.44,7.08,4.43,3.33,2.08,10.41,6.51,6.36,4.38
2016-01-28,1.67,3.27,84.72,98.47,3.72,0.22,-2.36,-2.33,1.91,-1.82,-0.04,4.74,4.71,8.04,5.77,12.77,10.49,10.98,8.63
2015-01-08,0.67,1.37,80.83,99.97,4.3,-7.34,-12.61,-12.48,-8.45,-12.74,-10.69,5.17,4.76,10.03,7.85,15.19,12.61,13.81,11.4
2015-04-09,8.6,5.13,98.86,99.41,9.52,3.35,3.71,3.71,9.9,0.38,4.21,7.61,3.94,5.9,4.51,13.51,8.44,8.22,5.96
2017-10-07,2.72,11.49,78.57,99.11,8.12,18.94,15.98,15.98,23.89,15.77,19.82,6.67,4.98,5.23,3.09,11.91,8.07,8.71,5.6
2016-11-20,2.07,3.14,75.25,98.74,3.39,3.68,-2.97,-2.92,2.62,-0.77,1.06,9.37,7.99,8.83,6.76,18.2,14.75,15.44,12.48
2016-11-14,0.01,5.43,81.12,99.4,8.52,7.91,4.77,4.77,12.95,4.43,7.9,5.69,4.05,5.13,3.55,10.82,7.6,7.48,5.32
2017-10-19,0.7,7.34,71.13,99.71,8.59,14.13,8.91,8.92,19.26,10.68,14.45,4.84,4.71,7.3,4.87,12.14,9.58,9.9,7.24
2016-09-22,0.33,11.98,70.67,99.86,8.78,22.09,16.61,16.61,26.87,18.08,22.35,6.0,3.68,1.73,1.33,7.73,5.02,4.48,3.06
2017-08-15,1.2,11.64,71.87,99.2,7.65,21.79,16.12,16.12,25.78,18.13,21.49,4.41,2.9,2.54,1.79,6.95,4.68,4.98,3.6
2016-10-17,3.8,11.46,89.34,99.01,6.2,16.82,15.89,15.89,20.85,14.65,17.7,10.35,6.42,0.49,0.32,10.84,6.74,6.19,4.08
2017-03-08,0.95,3.38,69.63,98.95,8.26,2.43,-1.87,-1.82,8.17,-0.1,3.21,12.08,10.33,8.94,6.09,21.02,16.42,14.22,10.85
2017-11-26,0.81,3.2,76.39,99.48,5.06,2.39,-2.54,-2.5,3.3,-1.76,1.25,7.74,5.87,6.02,4.77,13.76,10.64,9.54,7.45
2015-06-14,9.69,10.32,88.12,99.6,5.23,15.77,14.28,14.29,19.06,13.83,16.37,5.22,4.24,0.98,0.54,6.2,4.77,4.34,3.19
2015-09-10,0.6,7.95,53.82,99.39,7.49,20.84,10.15,10.16,23.99,16.5,20.05,3.83,3.76,1.84,1.24,5.67,5.0,4.07,3.17
2017-08-11,3.97,13.34,83.1,99.53,3.72,21.31,18.4,18.4,23.58,19.86,21.39,2.34,1.93,5.24,3.7,7.58,5.64,6.31,4.44
2015-11-23,1.41,2.79,72.34,100.0,4.68,1.79,-4.19,-4.13,2.57,-2.11,0.19,3.6,2.93,3.61,2.68,7.22,5.62,5.48,4.14
2015-02-01,1.8,1.57,84.74,100.1,7.81,-6.91,-11.51,-11.35,-4.78,-12.59,-9.52,7.77,6.48,6.28,5.72,14.05,12.2,8.97,7.59
