code,name,latitude,longitude,yearid
6375,Métro Place St-Henri (St-Ferdinand / St-Jacques),45.477249,-73.587238,2015
6436,Côte St-Antoine / Clarke,45.48645209646392,-73.59523415565491,2015
6005,Metcalfe / du Square Dorchester,45.50023354666628,-73.57112646102904,2017
6195,de Bullion / St-Joseph,45.5240365462478,-73.59014332294464,2016
6187,Resther / du Mont-Royal,45.525643224264485,-73.58174800872803,2015
6226,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),45.575707,-73.561562,2015
6393,Dézéry / Ontario,45.54094394520117,-73.54714214801787,2015
6719,Park Row O / Sherbrooke,45.46072936353252,-73.63407254219054,2015
6433,Hillside / Ste-Catherine,45.4829,-73.59100000000001,2016
6091,Joseph Manceau / René-Lévesque,45.49172173024755,-73.57688951320596,2015
7067,City Councillors / du President-Kennedy,45.50625103256782,-73.57139065861702,2017
6222,Jeanne Mance / du Mont-Royal,45.5176432,-73.58892829999999,2017
6083,Square Phillips,45.50409488772674,-73.56869637966156,2016
6387,Métro Joliette  (Joliette / Hochelaga),45.54690718297082,-73.55155706405641,2017
6118,Champlain / Ontario,45.52504753729988,-73.56003552675247,2016
6143,Rachel / de Brébeuf,45.52689,-73.57264,2017
6737,Jacques-Cassault / Christophe-Colomb,45.552123,-73.630103,2015
7021,McEachran / Van Horne,45.51834130440452,-73.61664688243764,2017
6024,Messier / Hochelaga,45.532227058311776,-73.56061805854551,2017
6112,Montcalm / de Maisonneuve,45.519157,-73.55785999999999,2017
6122,Logan / d'Iberville,45.53057,-73.54913,2016
6017,du Square Ahmerst / Wolfe,45.52106924,-73.5637571,2017
6078,de Maisonneuve / de Bleury,45.50708,-73.56917,2015
6363,Côte St-Antoine / Royal,45.4688,-73.6198,2016
6269,Bercy / Ontario,45.53455710466229,-73.5507497191429,2017
6921,Augustin-Cantin / Shearer,45.48401829,-73.56343659999999,2016
6916,Parc du Pélican (2e avenue / St-Joseph),45.544513,-73.571564,2017
6930,Paul Boutet / des Regrattiers,45.55984236120471,-73.61544728279114,2017
6043,Square Victoria,45.50206,-73.56295,2016
6145,du Parc-La Fontaine / Duluth,45.52456565105688,-73.57207864522934,2016
6057,Peel / avenue des Canadiens de Montréal,45.497697,-73.568646,2017
6168,Marmier / St-Denis,45.530871318676006,-73.5983455181122,2017
6127,Henri-Julien / de Castelneau,45.537877,-73.618323,2015
6213,Duluth / St-Laurent,45.5171,-73.57921,2016
6061,Ste-Catherine / McGill College,45.50176,-73.57128,2017
6246,Métro Outremont (Wiseman / Van Horne),45.520294969655005,-73.61482366919519,2015
6096,Lucien L'Allier / St-Jacques,45.49356916133978,-73.56857568025589,2016
6207,Ste-Famille / des Pins,45.512812949534855,-73.57701659202577,2016
6217,Vallières / St-Dominique,45.519396014642325,-73.58322681808205,2015
5004,St-Charles / Charlotte,45.539824,-73.508752,2017
6705,5e avenue / Bannantyne,45.456365000000005,-73.57614000000001,2015
6732,Fortune / Wellington,45.477923,-73.559038,2017
6312,de Kent / de la Côte-des-Neiges,45.501302,-73.633161,2016
6280,Fairmount / St-Dominique,45.524504989237535,-73.59414249658585,2017
6229,Coloniale / du Mont-Royal,45.52116132369039,-73.5856157541275,2017
6322,St-Dominique / Gounod,45.53873794947064,-73.62802147865295,2017
6063,Drummond / de Maisonneuve,45.49947,-73.57591,2016
6183,Laval / du Mont-Royal,45.52241290921658,-73.58412981033325,2016
6034,St-Urbain / René-Lévesque,45.5079,-73.563112,2016
6313,Palm / St-Remi,45.470303,-73.589848,2017
6394,Valois / Ontario,45.54730353,-73.54382690000001,2015
6274,de la Roche / St-Joseph,45.531164,-73.58369499999999,2017
6427,Métro Lasalle (de Rushbrooke / Caisse),45.47069642604657,-73.56542240828277,2017
6272,Bordeaux / St-Zotique,45.546405643046654,-73.59842061996459,2015
6004,Hôtel-de-Ville (du Champs-de-Mars / Gosford),45.509228519662216,-73.55446994304656,2015
6711,Alexandra / Waverly,45.531938,-73.61784200000001,2015
6410,Métro Crémazie (Crémazie / Lajeunesse),45.54640752148168,-73.63842844963074,2017
6167,Marquette / St-Grégoire,45.53703,-73.58584,2016
6156,Marie-Anne / de la Roche,45.52773841379083,-73.5762494802475,2016
6137,Gauthier / Papineau,45.52969260094507,-73.56740087270738,2016
6132,Larivière / de Lorimier,45.52915520624575,-73.559410572052,2015
6095,Chomedey / de Maisonneuve,45.4917542,-73.58397156,2015
6331,Guizot / St-Denis,45.54334746758296,-73.63235324621199,2017
7018,Joliette / Ste-Catherine,45.54286796890455,-73.53822447359563,2017
6338,Boyer / Jarry,45.547283,-73.625377,2015
6194,Tupper / Atwater,45.48885477417901,-73.58359336853026,2015
6060,Mansfield / René-Lévesque,45.50015,-73.56928,2015
6279,Louis-Hébert / Bélanger,45.55158237169131,-73.5991555452347,2015
6241,Querbes / Laurier,45.51745902334002,-73.59792709350586,2016
6205,Milton / du Parc,45.50971,-73.57354000000001,2015
6091,Joseph Manceau / René-Lévesque,45.49172173024755,-73.57688951320596,2016
6126,Rouen / Fullum,45.53217,-73.55859,2016
6274,de la Roche / St-Joseph,45.531164,-73.58369499999999,2016
6013,Sanguinet / de Maisonneuve,45.51354221303463,-73.5628706216812,2017
6375,Métro Place St-Henri (St-Ferdinand / St-Jacques),45.477249,-73.587238,2017
6129,de Bordeaux / Sherbrooke,45.530027060788136,-73.5631763935089,2015
6240,Hudson / de Kent,45.505973,-73.629593,2015
6039,McGill / des Récollets,45.500779,-73.558826,2016
7002,Tolhurst / Fleury,45.54410128430579,-73.66738557815552,2017
6745,d'Outremont / Ogilvy,45.526856,-73.626672,2016
6205,Milton / du Parc,45.50971,-73.57354000000001,2016
6412,Complexe sportif Claude-Robillard (Émile-Journault),45.553262,-73.638615,2016
6266,Louis-Hébert / Beaubien,45.54816007401565,-73.5920262336731,2016
6210,Métro Sauvé (Sauvé / Berri),45.55069206841976,-73.65636706352235,2016
6011,St-André / St-Antoine,45.51411452790017,-73.55264469981194,2017
6208,Hutchison / des Pins,45.51069,-73.57805,2015
6321,Gary-Carter / St-Laurent,45.53612320588314,-73.62244516611098,2015
6052,De la Commune / King,45.4980302,-73.55266482,2015
6034,St-Urbain / René-Lévesque,45.5079,-73.563112,2015
6385,de Bordeaux /Gilford,45.536110054431184,-73.5762870311737,2017
6087,Notre-Dame / de la Montagne,45.49302901258371,-73.56481790542604,2017
6136,Métro Laurier (Rivard / Laurier),45.52761627,-73.5891147,2016
6025,Notre-Dame / St-Gabriel,45.5071439192841,-73.55511903762817,2016
6702,Chauveau / de l'Assomption,45.569789,-73.54808100000001,2015
6749,St-Jacques / St-Laurent,45.506445,-73.556352,2016
6211,Roy / St-Laurent,45.515616239398405,-73.57580825686453,2017
6016,Jacques-Le Ber / de la Pointe Nord,45.472503,-73.53928499999999,2015
6138,Gauthier / De Lorimier,45.531818,-73.56531700000001,2015
6738,Union / René-Lévesque,45.50233,-73.566497,2015
6002,Ste-Catherine / Dézéry,45.53929155936048,-73.54103073477745,2017
6354,Marcil / Sherbrooke,45.471743,-73.613924,2015
6728,Champagneur / Jean-Talon,45.526904,-73.62433100000001,2016
6119,Dorion / Ontario,45.52697,-73.558021,2015
6706,Beatty / Verdun,45.450837,-73.572446,2015
6903,Napoléon /  St-Dominique,45.516777000000005,-73.577784,2016
6261,Louis Hémon / Rosemont,45.54458,-73.58806899999999,2015
6020,Sanguinet / Ontario,45.514784000000006,-73.565338,2017
6263,Hampton / Monkland,45.47116159517746,-73.62720608711244,2016
7046,15e avenue / Dandurand,45.55479651443991,-73.5743209719658,2017
6371,4e avenue / Masson,45.546978,-73.575515,2015
6099,Bishop / de Maisonneuve,45.49741095430152,-73.57827052474022,2015
